type,simulationRun,threshold,mean_score,max_score,p95_score,n_above,max_consec
normal,465,0.6,0.6236504316329956,0.6757723689079285,0.6728590726852417,72,26
normal,465,0.62,0.6236504316329956,0.6757723689079285,0.6728590726852417,47,18
normal,465,0.64,0.6236504316329956,0.6757723689079285,0.6728590726852417,28,12
normal,465,0.66,0.6236504316329956,0.6757723689079285,0.6728590726852417,11,4
normal,465,0.687,0.6236504316329956,0.6757723689079285,0.6728590726852417,0,0
normal,481,0.6,0.6385967135429382,0.7251477837562561,0.7048137784004211,71,70
normal,481,0.62,0.6385967135429382,0.7251477837562561,0.7048137784004211,59,30
normal,481,0.64,0.6385967135429382,0.7251477837562561,0.7048137784004211,40,18
normal,481,0.66,0.6385967135429382,0.7251477837562561,0.7048137784004211,27,16
normal,481,0.687,0.6385967135429382,0.7251477837562561,0.7048137784004211,14,6
normal,484,0.6,0.6249901652336121,0.6841857433319092,0.6707865595817566,69,38
normal,484,0.62,0.6249901652336121,0.6841857433319092,0.6707865595817566,49,18
normal,484,0.64,0.6249901652336121,0.6841857433319092,0.6707865595817566,30,12
normal,484,0.66,0.6249901652336121,0.6841857433319092,0.6707865595817566,13,11
normal,484,0.687,0.6249901652336121,0.6841857433319092,0.6707865595817566,0,0
normal,487,0.6,0.6167040467262268,0.6902716755867004,0.67570561170578,56,30
normal,487,0.62,0.6167040467262268,0.6902716755867004,0.67570561170578,45,17
normal,487,0.64,0.6167040467262268,0.6902716755867004,0.67570561170578,22,12
normal,487,0.66,0.6167040467262268,0.6902716755867004,0.67570561170578,8,6
normal,487,0.687,0.6167040467262268,0.6902716755867004,0.67570561170578,1,1
normal,491,0.6,0.6137397885322571,0.6561583280563354,0.6511384844779968,64,19
normal,491,0.62,0.6137397885322571,0.6561583280563354,0.6511384844779968,29,14
normal,491,0.64,0.6137397885322571,0.6561583280563354,0.6511384844779968,14,6
normal,491,0.66,0.6137397885322571,0.6561583280563354,0.6511384844779968,0,0
normal,491,0.687,0.6137397885322571,0.6561583280563354,0.6511384844779968,0,0
normal,497,0.6,0.6344696879386902,0.7027924656867981,0.6787484884262085,73,40
normal,497,0.62,0.6344696879386902,0.7027924656867981,0.6787484884262085,65,39
normal,497,0.64,0.6344696879386902,0.7027924656867981,0.6787484884262085,45,19
normal,497,0.66,0.6344696879386902,0.7027924656867981,0.6787484884262085,17,9
normal,497,0.687,0.6344696879386902,0.7027924656867981,0.6787484884262085,3,3
fault15,1,0.6,0.6078519225120544,0.6682370901107788,0.6582430601119995,49,15
fault15,1,0.62,0.6078519225120544,0.6682370901107788,0.6582430601119995,28,12
fault15,1,0.64,0.6078519225120544,0.6682370901107788,0.6582430601119995,12,6
fault15,1,0.66,0.6078519225120544,0.6682370901107788,0.6582430601119995,3,1
fault15,1,0.687,0.6078519225120544,0.6682370901107788,0.6582430601119995,0,0
fault15,2,0.6,0.6182160973548889,0.6894428730010986,0.6724928021430969,62,29
fault15,2,0.62,0.6182160973548889,0.6894428730010986,0.6724928021430969,41,20
fault15,2,0.64,0.6182160973548889,0.6894428730010986,0.6724928021430969,24,14
fault15,2,0.66,0.6182160973548889,0.6894428730010986,0.6724928021430969,11,6
fault15,2,0.687,0.6182160973548889,0.6894428730010986,0.6724928021430969,1,1
fault15,3,0.6,0.6213736534118652,0.6841201186180115,0.6765024662017822,70,42
fault15,3,0.62,0.6213736534118652,0.6841201186180115,0.6765024662017822,52,14
fault15,3,0.64,0.6213736534118652,0.6841201186180115,0.6765024662017822,29,12
fault15,3,0.66,0.6213736534118652,0.6841201186180115,0.6765024662017822,13,8
fault15,3,0.687,0.6213736534118652,0.6841201186180115,0.6765024662017822,0,0
fault15,4,0.6,0.6249062418937683,0.6760889291763306,0.6625213027000427,81,65
fault15,4,0.62,0.6249062418937683,0.6760889291763306,0.6625213027000427,52,13
fault15,4,0.64,0.6249062418937683,0.6760889291763306,0.6625213027000427,21,11
fault15,4,0.66,0.6249062418937683,0.6760889291763306,0.6625213027000427,6,4
fault15,4,0.687,0.6249062418937683,0.6760889291763306,0.6625213027000427,0,0
fault15,5,0.6,0.6289093494415283,0.6935510635375977,0.6815809607505798,72,40
fault15,5,0.62,0.6289093494415283,0.6935510635375977,0.6815809607505798,60,31
fault15,5,0.64,0.6289093494415283,0.6935510635375977,0.6815809607505798,26,17
fault15,5,0.66,0.6289093494415283,0.6935510635375977,0.6815809607505798,13,13
fault15,5,0.687,0.6289093494415283,0.6935510635375977,0.6815809607505798,4,3
fault15,6,0.6,0.625705361366272,0.6951979994773865,0.6750683784484863,70,30
fault15,6,0.62,0.625705361366272,0.6951979994773865,0.6750683784484863,49,21
fault15,6,0.64,0.625705361366272,0.6951979994773865,0.6750683784484863,33,13
fault15,6,0.66,0.625705361366272,0.6951979994773865,0.6750683784484863,15,6
fault15,6,0.687,0.625705361366272,0.6951979994773865,0.6750683784484863,1,1
fault15,7,0.6,0.6228281259536743,0.697391927242279,0.6853771805763245,57,36
fault15,7,0.62,0.6228281259536743,0.697391927242279,0.6853771805763245,39,31
fault15,7,0.64,0.6228281259536743,0.697391927242279,0.6853771805763245,27,21
fault15,7,0.66,0.6228281259536743,0.697391927242279,0.6853771805763245,19,12
fault15,7,0.687,0.6228281259536743,0.697391927242279,0.6853771805763245,5,3
fault15,8,0.6,0.6270154118537903,0.6698748469352722,0.6578271389007568,80,52
fault15,8,0.62,0.6270154118537903,0.6698748469352722,0.6578271389007568,64,16
fault15,8,0.64,0.6270154118537903,0.6698748469352722,0.6578271389007568,21,8
fault15,8,0.66,0.6270154118537903,0.6698748469352722,0.6578271389007568,4,2
fault15,8,0.687,0.6270154118537903,0.6698748469352722,0.6578271389007568,0,0
fault15,9,0.6,0.6308826208114624,0.716230034828186,0.6814811825752258,74,33
fault15,9,0.62,0.6308826208114624,0.716230034828186,0.6814811825752258,57,24
fault15,9,0.64,0.6308826208114624,0.716230034828186,0.6814811825752258,35,12
fault15,9,0.66,0.6308826208114624,0.716230034828186,0.6814811825752258,17,9
fault15,9,0.687,0.6308826208114624,0.716230034828186,0.6814811825752258,4,4
fault15,10,0.6,0.6283416152000427,0.724891722202301,0.6993665099143982,68,20
fault15,10,0.62,0.6283416152000427,0.724891722202301,0.6993665099143982,51,19
fault15,10,0.64,0.6283416152000427,0.724891722202301,0.6993665099143982,32,16
fault15,10,0.66,0.6283416152000427,0.724891722202301,0.6993665099143982,14,12
fault15,10,0.687,0.6283416152000427,0.724891722202301,0.6993665099143982,7,7
fault15,11,0.6,0.6251835227012634,0.6629405617713928,0.6531696319580078,81,61
fault15,11,0.62,0.6251835227012634,0.6629405617713928,0.6531696319580078,54,16
fault15,11,0.64,0.6251835227012634,0.6629405617713928,0.6531696319580078,19,4
fault15,11,0.66,0.6251835227012634,0.6629405617713928,0.6531696319580078,2,1
fault15,11,0.687,0.6251835227012634,0.6629405617713928,0.6531696319580078,0,0
fault15,12,0.6,0.6223188042640686,0.682232141494751,0.6706144213676453,66,42
fault15,12,0.62,0.6223188042640686,0.682232141494751,0.6706144213676453,46,28
fault15,12,0.64,0.6223188042640686,0.682232141494751,0.6706144213676453,29,11
fault15,12,0.66,0.6223188042640686,0.682232141494751,0.6706144213676453,13,5
fault15,12,0.687,0.6223188042640686,0.682232141494751,0.6706144213676453,0,0
fault15,13,0.6,0.6137181520462036,0.68085777759552,0.6563345789909363,64,23
fault15,13,0.62,0.6137181520462036,0.68085777759552,0.6563345789909363,39,12
fault15,13,0.64,0.6137181520462036,0.68085777759552,0.6563345789909363,12,6
fault15,13,0.66,0.6137181520462036,0.68085777759552,0.6563345789909363,5,5
fault15,13,0.687,0.6137181520462036,0.68085777759552,0.6563345789909363,0,0
fault15,14,0.6,0.6272338032722473,0.6771904826164246,0.6663610339164734,77,54
fault15,14,0.62,0.6272338032722473,0.6771904826164246,0.6663610339164734,61,34
fault15,14,0.64,0.6272338032722473,0.6771904826164246,0.6663610339164734,25,6
fault15,14,0.66,0.6272338032722473,0.6771904826164246,0.6663610339164734,7,3
fault15,14,0.687,0.6272338032722473,0.6771904826164246,0.6663610339164734,0,0
fault15,15,0.6,0.6403188705444336,0.7110729813575745,0.6873283982276917,73,38
fault15,15,0.62,0.6403188705444336,0.7110729813575745,0.6873283982276917,60,35
fault15,15,0.64,0.6403188705444336,0.7110729813575745,0.6873283982276917,51,23
fault15,15,0.66,0.6403188705444336,0.7110729813575745,0.6873283982276917,37,14
fault15,15,0.687,0.6403188705444336,0.7110729813575745,0.6873283982276917,5,3
fault15,16,0.6,0.6094890832901001,0.6793258190155029,0.6663548946380615,52,22
fault15,16,0.62,0.6094890832901001,0.6793258190155029,0.6663548946380615,29,14
fault15,16,0.64,0.6094890832901001,0.6793258190155029,0.6663548946380615,16,9
fault15,16,0.66,0.6094890832901001,0.6793258190155029,0.6663548946380615,6,5
fault15,16,0.687,0.6094890832901001,0.6793258190155029,0.6663548946380615,0,0
fault15,17,0.6,0.6073028445243835,0.6544023752212524,0.6377806663513184,58,21
fault15,17,0.62,0.6073028445243835,0.6544023752212524,0.6377806663513184,24,8
fault15,17,0.64,0.6073028445243835,0.6544023752212524,0.6377806663513184,3,3
fault15,17,0.66,0.6073028445243835,0.6544023752212524,0.6377806663513184,0,0
fault15,17,0.687,0.6073028445243835,0.6544023752212524,0.6377806663513184,0,0
fault15,18,0.6,0.6297321319580078,0.7274253368377686,0.7118820548057556,54,36
fault15,18,0.62,0.6297321319580078,0.7274253368377686,0.7118820548057556,47,31
fault15,18,0.64,0.6297321319580078,0.7274253368377686,0.7118820548057556,39,29
fault15,18,0.66,0.6297321319580078,0.7274253368377686,0.7118820548057556,33,25
fault15,18,0.687,0.6297321319580078,0.7274253368377686,0.7118820548057556,21,17
fault15,19,0.6,0.6129285097122192,0.6729358434677124,0.661208987236023,60,16
fault15,19,0.62,0.6129285097122192,0.6729358434677124,0.661208987236023,29,14
fault15,19,0.64,0.6129285097122192,0.6729358434677124,0.661208987236023,10,6
fault15,19,0.66,0.6129285097122192,0.6729358434677124,0.661208987236023,5,3
fault15,19,0.687,0.6129285097122192,0.6729358434677124,0.661208987236023,0,0
fault15,20,0.6,0.6070795655250549,0.6733776330947876,0.6449458599090576,52,15
fault15,20,0.62,0.6070795655250549,0.6733776330947876,0.6449458599090576,24,8
fault15,20,0.64,0.6070795655250549,0.6733776330947876,0.6449458599090576,7,2
fault15,20,0.66,0.6070795655250549,0.6733776330947876,0.6449458599090576,2,2
fault15,20,0.687,0.6070795655250549,0.6733776330947876,0.6449458599090576,0,0
fault15,21,0.6,0.6096689701080322,0.6573498249053955,0.6427674889564514,55,30
fault15,21,0.62,0.6096689701080322,0.6573498249053955,0.6427674889564514,32,9
fault15,21,0.64,0.6096689701080322,0.6573498249053955,0.6427674889564514,6,2
fault15,21,0.66,0.6096689701080322,0.6573498249053955,0.6427674889564514,0,0
fault15,21,0.687,0.6096689701080322,0.6573498249053955,0.6427674889564514,0,0
fault15,22,0.6,0.6297253370285034,0.6906340718269348,0.669221043586731,75,33
fault15,22,0.62,0.6297253370285034,0.6906340718269348,0.669221043586731,57,28
fault15,22,0.64,0.6297253370285034,0.6906340718269348,0.669221043586731,34,9
fault15,22,0.66,0.6297253370285034,0.6906340718269348,0.669221043586731,10,4
fault15,22,0.687,0.6297253370285034,0.6906340718269348,0.669221043586731,1,1
fault15,23,0.6,0.6213503479957581,0.6756761074066162,0.6699996590614319,68,30
fault15,23,0.62,0.6213503479957581,0.6756761074066162,0.6699996590614319,54,21
fault15,23,0.64,0.6213503479957581,0.6756761074066162,0.6699996590614319,25,14
fault15,23,0.66,0.6213503479957581,0.6756761074066162,0.6699996590614319,13,9
fault15,23,0.687,0.6213503479957581,0.6756761074066162,0.6699996590614319,0,0
fault15,24,0.6,0.6440981030464172,0.7149027585983276,0.693748414516449,82,44
fault15,24,0.62,0.6440981030464172,0.7149027585983276,0.693748414516449,75,36
fault15,24,0.64,0.6440981030464172,0.7149027585983276,0.693748414516449,45,24
fault15,24,0.66,0.6440981030464172,0.7149027585983276,0.693748414516449,27,17
fault15,24,0.687,0.6440981030464172,0.7149027585983276,0.693748414516449,10,4
fault15,25,0.6,0.6022788286209106,0.6646216511726379,0.6460144519805908,45,15
fault15,25,0.62,0.6022788286209106,0.6646216511726379,0.6460144519805908,17,6
fault15,25,0.64,0.6022788286209106,0.6646216511726379,0.6460144519805908,6,5
fault15,25,0.66,0.6022788286209106,0.6646216511726379,0.6460144519805908,2,2
fault15,25,0.687,0.6022788286209106,0.6646216511726379,0.6460144519805908,0,0
fault15,26,0.6,0.6177710890769958,0.661936342716217,0.6484495401382446,75,31
fault15,26,0.62,0.6177710890769958,0.661936342716217,0.6484495401382446,37,9
fault15,26,0.64,0.6177710890769958,0.661936342716217,0.6484495401382446,15,6
fault15,26,0.66,0.6177710890769958,0.661936342716217,0.6484495401382446,1,1
fault15,26,0.687,0.6177710890769958,0.661936342716217,0.6484495401382446,0,0
fault15,27,0.6,0.632892906665802,0.699358344078064,0.6882786750793457,86,59
fault15,27,0.62,0.632892906665802,0.699358344078064,0.6882786750793457,57,19
fault15,27,0.64,0.632892906665802,0.699358344078064,0.6882786750793457,24,19
fault15,27,0.66,0.632892906665802,0.699358344078064,0.6882786750793457,15,10
fault15,27,0.687,0.632892906665802,0.699358344078064,0.6882786750793457,5,3
fault15,28,0.6,0.6174319982528687,0.6887487769126892,0.6567353010177612,64,52
fault15,28,0.62,0.6174319982528687,0.6887487769126892,0.6567353010177612,41,18
fault15,28,0.64,0.6174319982528687,0.6887487769126892,0.6567353010177612,18,9
fault15,28,0.66,0.6174319982528687,0.6887487769126892,0.6567353010177612,4,4
fault15,28,0.687,0.6174319982528687,0.6887487769126892,0.6567353010177612,1,1
fault15,29,0.6,0.6182878613471985,0.6598080992698669,0.6558962464332581,73,35
fault15,29,0.62,0.6182878613471985,0.6598080992698669,0.6558962464332581,38,14
fault15,29,0.64,0.6182878613471985,0.6598080992698669,0.6558962464332581,19,9
fault15,29,0.66,0.6182878613471985,0.6598080992698669,0.6558962464332581,0,0
fault15,29,0.687,0.6182878613471985,0.6598080992698669,0.6558962464332581,0,0
fault15,30,0.6,0.618550181388855,0.6591859459877014,0.6542197465896606,66,30
fault15,30,0.62,0.618550181388855,0.6591859459877014,0.6542197465896606,47,18
fault15,30,0.64,0.618550181388855,0.6591859459877014,0.6542197465896606,14,6
fault15,30,0.66,0.618550181388855,0.6591859459877014,0.6542197465896606,0,0
fault15,30,0.687,0.618550181388855,0.6591859459877014,0.6542197465896606,0,0
fault15,31,0.6,0.6208322644233704,0.6953119039535522,0.6879702210426331,63,29
fault15,31,0.62,0.6208322644233704,0.6953119039535522,0.6879702210426331,37,28
fault15,31,0.64,0.6208322644233704,0.6953119039535522,0.6879702210426331,24,23
fault15,31,0.66,0.6208322644233704,0.6953119039535522,0.6879702210426331,13,10
fault15,31,0.687,0.6208322644233704,0.6953119039535522,0.6879702210426331,5,2
fault15,32,0.6,0.6120293140411377,0.6451511383056641,0.6411474347114563,62,13
fault15,32,0.62,0.6120293140411377,0.6451511383056641,0.6411474347114563,30,11
fault15,32,0.64,0.6120293140411377,0.6451511383056641,0.6411474347114563,6,3
fault15,32,0.66,0.6120293140411377,0.6451511383056641,0.6411474347114563,0,0
fault15,32,0.687,0.6120293140411377,0.6451511383056641,0.6411474347114563,0,0
fault15,33,0.6,0.6088876724243164,0.664242684841156,0.6519596576690674,56,17
fault15,33,0.62,0.6088876724243164,0.664242684841156,0.6519596576690674,35,12
fault15,33,0.64,0.6088876724243164,0.664242684841156,0.6519596576690674,8,5
fault15,33,0.66,0.6088876724243164,0.664242684841156,0.6519596576690674,1,1
fault15,33,0.687,0.6088876724243164,0.664242684841156,0.6519596576690674,0,0
fault15,34,0.6,0.61501145362854,0.6780162453651428,0.6573243737220764,63,39
fault15,34,0.62,0.61501145362854,0.6780162453651428,0.6573243737220764,41,29
fault15,34,0.64,0.61501145362854,0.6780162453651428,0.6573243737220764,20,9
fault15,34,0.66,0.61501145362854,0.6780162453651428,0.6573243737220764,2,2
fault15,34,0.687,0.61501145362854,0.6780162453651428,0.6573243737220764,0,0
fault15,35,0.6,0.6226305365562439,0.7010878920555115,0.6844503879547119,61,40
fault15,35,0.62,0.6226305365562439,0.7010878920555115,0.6844503879547119,43,26
fault15,35,0.64,0.6226305365562439,0.7010878920555115,0.6844503879547119,33,15
fault15,35,0.66,0.6226305365562439,0.7010878920555115,0.6844503879547119,16,11
fault15,35,0.687,0.6226305365562439,0.7010878920555115,0.6844503879547119,3,2
fault15,36,0.6,0.6135861873626709,0.6810373067855835,0.6634509563446045,58,28
fault15,36,0.62,0.6135861873626709,0.6810373067855835,0.6634509563446045,32,17
fault15,36,0.64,0.6135861873626709,0.6810373067855835,0.6634509563446045,16,12
fault15,36,0.66,0.6135861873626709,0.6810373067855835,0.6634509563446045,6,5
fault15,36,0.687,0.6135861873626709,0.6810373067855835,0.6634509563446045,0,0
fault15,37,0.6,0.6190783381462097,0.6632916927337646,0.6532338857650757,71,53
fault15,37,0.62,0.6190783381462097,0.6632916927337646,0.6532338857650757,44,15
fault15,37,0.64,0.6190783381462097,0.6632916927337646,0.6532338857650757,18,7
fault15,37,0.66,0.6190783381462097,0.6632916927337646,0.6532338857650757,2,2
fault15,37,0.687,0.6190783381462097,0.6632916927337646,0.6532338857650757,0,0
fault15,38,0.6,0.6266316771507263,0.6850575804710388,0.6811177134513855,75,25
fault15,38,0.62,0.6266316771507263,0.6850575804710388,0.6811177134513855,55,21
fault15,38,0.64,0.6266316771507263,0.6850575804710388,0.6811177134513855,24,7
fault15,38,0.66,0.6266316771507263,0.6850575804710388,0.6811177134513855,12,7
fault15,38,0.687,0.6266316771507263,0.6850575804710388,0.6811177134513855,0,0
fault15,39,0.6,0.6187262535095215,0.6904782652854919,0.6596840023994446,68,27
fault15,39,0.62,0.6187262535095215,0.6904782652854919,0.6596840023994446,43,19
fault15,39,0.64,0.6187262535095215,0.6904782652854919,0.6596840023994446,21,11
fault15,39,0.66,0.6187262535095215,0.6904782652854919,0.6596840023994446,5,2
fault15,39,0.687,0.6187262535095215,0.6904782652854919,0.6596840023994446,1,1
fault15,40,0.6,0.6197242140769958,0.7031952738761902,0.6673181056976318,67,37
fault15,40,0.62,0.6197242140769958,0.7031952738761902,0.6673181056976318,52,28
fault15,40,0.64,0.6197242140769958,0.7031952738761902,0.6673181056976318,24,7
fault15,40,0.66,0.6197242140769958,0.7031952738761902,0.6673181056976318,11,6
fault15,40,0.687,0.6197242140769958,0.7031952738761902,0.6673181056976318,2,1
fault15,41,0.6,0.6214084029197693,0.6979790329933167,0.6780063509941101,63,34
fault15,41,0.62,0.6214084029197693,0.6979790329933167,0.6780063509941101,44,18
fault15,41,0.64,0.6214084029197693,0.6979790329933167,0.6780063509941101,23,9
fault15,41,0.66,0.6214084029197693,0.6979790329933167,0.6780063509941101,12,7
fault15,41,0.687,0.6214084029197693,0.6979790329933167,0.6780063509941101,2,1
fault15,42,0.6,0.6148027181625366,0.6681491136550903,0.6576284766197205,66,25
fault15,42,0.62,0.6148027181625366,0.6681491136550903,0.6576284766197205,32,22
fault15,42,0.64,0.6148027181625366,0.6681491136550903,0.6576284766197205,20,12
fault15,42,0.66,0.6148027181625366,0.6681491136550903,0.6576284766197205,2,1
fault15,42,0.687,0.6148027181625366,0.6681491136550903,0.6576284766197205,0,0
fault15,43,0.6,0.6244040727615356,0.7200450301170349,0.69188392162323,75,49
fault15,43,0.62,0.6244040727615356,0.7200450301170349,0.69188392162323,41,19
fault15,43,0.64,0.6244040727615356,0.7200450301170349,0.69188392162323,22,15
fault15,43,0.66,0.6244040727615356,0.7200450301170349,0.69188392162323,12,12
fault15,43,0.687,0.6244040727615356,0.7200450301170349,0.69188392162323,6,6
fault15,44,0.6,0.6174550652503967,0.6822863221168518,0.6596421003341675,67,17
fault15,44,0.62,0.6174550652503967,0.6822863221168518,0.6596421003341675,33,14
fault15,44,0.64,0.6174550652503967,0.6822863221168518,0.6596421003341675,15,10
fault15,44,0.66,0.6174550652503967,0.6822863221168518,0.6596421003341675,4,2
fault15,44,0.687,0.6174550652503967,0.6822863221168518,0.6596421003341675,0,0
fault15,45,0.6,0.6253423690795898,0.6874405145645142,0.6601132750511169,80,24
fault15,45,0.62,0.6253423690795898,0.6874405145645142,0.6601132750511169,42,16
fault15,45,0.64,0.6253423690795898,0.6874405145645142,0.6601132750511169,24,12
fault15,45,0.66,0.6253423690795898,0.6874405145645142,0.6601132750511169,5,3
fault15,45,0.687,0.6253423690795898,0.6874405145645142,0.6601132750511169,1,1
fault15,46,0.6,0.6109937429428101,0.6795647740364075,0.6610352396965027,50,22
fault15,46,0.62,0.6109937429428101,0.6795647740364075,0.6610352396965027,29,13
fault15,46,0.64,0.6109937429428101,0.6795647740364075,0.6610352396965027,14,10
fault15,46,0.66,0.6109937429428101,0.6795647740364075,0.6610352396965027,6,6
fault15,46,0.687,0.6109937429428101,0.6795647740364075,0.6610352396965027,0,0
fault15,47,0.6,0.6286869049072266,0.6876962184906006,0.6769585609436035,77,54
fault15,47,0.62,0.6286869049072266,0.6876962184906006,0.6769585609436035,60,26
fault15,47,0.64,0.6286869049072266,0.6876962184906006,0.6769585609436035,26,18
fault15,47,0.66,0.6286869049072266,0.6876962184906006,0.6769585609436035,17,12
fault15,47,0.687,0.6286869049072266,0.6876962184906006,0.6769585609436035,1,1
fault15,48,0.6,0.6012160181999207,0.6479763388633728,0.6271767020225525,60,31
fault15,48,0.62,0.6012160181999207,0.6479763388633728,0.6271767020225525,16,7
fault15,48,0.64,0.6012160181999207,0.6479763388633728,0.6271767020225525,2,2
fault15,48,0.66,0.6012160181999207,0.6479763388633728,0.6271767020225525,0,0
fault15,48,0.687,0.6012160181999207,0.6479763388633728,0.6271767020225525,0,0
fault15,49,0.6,0.6297584176063538,0.7006959915161133,0.6800612807273865,71,25
fault15,49,0.62,0.6297584176063538,0.7006959915161133,0.6800612807273865,54,22
fault15,49,0.64,0.6297584176063538,0.7006959915161133,0.6800612807273865,38,15
fault15,49,0.66,0.6297584176063538,0.7006959915161133,0.6800612807273865,23,8
fault15,49,0.687,0.6297584176063538,0.7006959915161133,0.6800612807273865,3,1
fault15,50,0.6,0.6378907561302185,0.7531775832176208,0.7293180227279663,71,39
fault15,50,0.62,0.6378907561302185,0.7531775832176208,0.7293180227279663,50,23
fault15,50,0.64,0.6378907561302185,0.7531775832176208,0.7293180227279663,31,20
fault15,50,0.66,0.6378907561302185,0.7531775832176208,0.7293180227279663,23,19
fault15,50,0.687,0.6378907561302185,0.7531775832176208,0.7293180227279663,15,14
