type,simulationRun,threshold,mean_score,max_score,p95_score,n_above,max_consec
normal,434,0.66,0.6192871928215027,0.680456280708313,0.6633550524711609,7,3
normal,434,0.687,0.6192871928215027,0.680456280708313,0.6633550524711609,0,0
normal,446,0.6,0.6114351749420166,0.6905144453048706,0.6616770029067993,52,33
normal,446,0.62,0.6114351749420166,0.6905144453048706,0.6616770029067993,32,22
normal,446,0.64,0.6114351749420166,0.6905144453048706,0.6616770029067993,22,9
normal,446,0.66,0.6114351749420166,0.6905144453048706,0.6616770029067993,8,5
normal,446,0.687,0.6114351749420166,0.6905144453048706,0.6616770029067993,1,1
normal,457,0.6,0.6177290678024292,0.6836950778961182,0.6652339696884155,57,24
normal,457,0.62,0.6177290678024292,0.6836950778961182,0.6652339696884155,42,17
normal,457,0.64,0.6177290678024292,0.6836950778961182,0.6652339696884155,27,13
normal,457,0.66,0.6177290678024292,0.6836950778961182,0.6652339696884155,12,5
normal,457,0.687,0.6177290678024292,0.6836950778961182,0.6652339696884155,0,0
