type,simulationRun,sensor,pre_onset_mean,post_onset_mean,post_onset_p95,post_onset_max
normal,13,XMEAS_28,0.8730286955833435,0.8730286955833435,1.2528103590011597,1.4633429050445557
normal,13,XMEAS_29,0.5186809301376343,0.5186809301376343,0.7075080871582031,0.8503034114837646
normal,13,XMEAS_30,0.6431486010551453,0.6431486010551453,1.1503182649612427,1.2672035694122314
normal,13,XMEAS_31,0.42455554008483887,0.42455554008483887,0.6202884316444397,0.656749427318573
normal,13,XMEAS_32,0.8506184220314026,0.8506184220314026,1.3693305253982544,1.5504955053329468
normal,13,XMEAS_33,0.594582736492157,0.594582736492157,0.9086872935295105,0.9761167764663696
normal,13,XMEAS_34,1.0144007205963135,1.0144007205963135,1.3025199174880981,1.357649326324463
normal,13,XMEAS_35,0.6034326553344727,0.6034326553344727,0.7886762619018555,0.9080622792243958
normal,13,XMEAS_36,0.8080207109451294,0.8080207109451294,1.0908331871032715,1.3655885457992554
normal,13,XMEAS_37,0.6419275999069214,0.6419275999069214,1.3666273355484009,1.4572960138320923
normal,13,XMEAS_38,0.2807585299015045,0.2807585299015045,0.46158427000045776,0.5087963938713074
normal,13,XMEAS_39,0.7369795441627502,0.7369795441627502,1.2228474617004395,1.3828938007354736
normal,13,XMEAS_40,0.6961176991462708,0.6961176991462708,1.3769521713256836,1.4807101488113403
normal,13,XMEAS_41,0.5172944068908691,0.5172944068908691,0.79072505235672,0.9739445447921753
normal,13,XMV_1,0.5517241954803467,0.5517241954803467,0.7370336055755615,0.911115288734436
normal,13,XMV_2,0.7454851269721985,0.7454851269721985,0.9650880098342896,1.0679478645324707
normal,13,XMV_3,0.38793423771858215,0.38793423771858215,0.553330659866333,0.6083537340164185
normal,13,XMV_4,0.9568479061126709,0.9568479061126709,1.2025511264801025,1.2929961681365967
normal,13,XMV_5,0.15943527221679688,0.15943527221679688,0.19247712194919586,0.22850728034973145
normal,13,XMV_6,0.5790243148803711,0.5790243148803711,1.0478135347366333,1.1947561502456665
normal,13,XMV_7,0.9911754727363586,0.9911754727363586,1.2617629766464233,1.388106107711792
normal,13,XMV_8,1.0320793390274048,1.0320793390274048,1.229087233543396,1.334633231163025
normal,13,XMV_9,0.015059202909469604,0.015059202909469604,0.028000332415103912,0.039000075310468674
normal,13,XMV_10,0.696084201335907,0.696084201335907,0.8918328285217285,0.9827272295951843
normal,13,XMV_11,0.9698681831359863,0.9698681831359863,1.2185415029525757,1.3686771392822266
normal,14,XMEAS_1,0.3557243049144745,0.3557243049144745,0.5465004444122314,0.5986124873161316
normal,14,XMEAS_2,0.5540732145309448,0.5540732145309448,0.8147797584533691,0.8437754511833191
normal,14,XMEAS_3,0.7708482146263123,0.7708482146263123,0.9722152352333069,1.1250407695770264
normal,14,XMEAS_4,0.7736198902130127,0.7736198902130127,0.9937489628791809,1.0176485776901245
normal,14,XMEAS_5,0.9945362210273743,0.9945362210273743,1.2208229303359985,1.2689318656921387
normal,14,XMEAS_6,1.0620121955871582,1.0620121955871582,1.416069746017456,1.4799021482467651
normal,14,XMEAS_7,0.04830286651849747,0.04830286651849747,0.07626121491193771,0.08243443816900253
normal,14,XMEAS_8,0.7973670363426208,0.7973670363426208,1.052738070487976,1.1219700574874878
normal,14,XMEAS_9,0.7489345669746399,0.7489345669746399,1.082153081893921,1.1504939794540405
normal,14,XMEAS_10,0.5503705143928528,0.5503705143928528,0.708350658416748,0.7620559930801392
normal,14,XMEAS_11,0.3669340908527374,0.3669340908527374,0.5707586407661438,0.6501366496086121
normal,14,XMEAS_12,1.003968596458435,1.003968596458435,1.276149034500122,1.40792977809906
normal,14,XMEAS_13,0.05449054017663002,0.05449054017663002,0.08207374811172485,0.09285598248243332
normal,14,XMEAS_14,1.033415675163269,1.033415675163269,1.3348262310028076,1.4514522552490234
normal,14,XMEAS_15,0.9993049502372742,0.9993049502372742,1.287259578704834,1.339581847190857
normal,14,XMEAS_16,0.06823582947254181,0.06823582947254181,0.1058414876461029,0.11917508393526077
normal,14,XMEAS_17,0.9723607897758484,0.9723607897758484,1.220263957977295,1.3882964849472046
normal,14,XMEAS_18,0.023492896929383278,0.023492896929383278,0.03492647409439087,0.04665369912981987
normal,14,XMEAS_19,0.024559859186410904,0.024559859186410904,0.03421536833047867,0.040062032639980316
normal,14,XMEAS_20,0.0356641449034214,0.0356641449034214,0.049928076565265656,0.0613066591322422
normal,14,XMEAS_21,0.44462937116622925,0.44462937116622925,0.5983746647834778,0.6284047365188599
normal,14,XMEAS_22,0.8349758386611938,0.8349758386611938,1.1355494260787964,1.2835371494293213
normal,14,XMEAS_23,0.4378749430179596,0.4378749430179596,0.6881679892539978,0.7721921801567078
normal,14,XMEAS_24,0.9531128406524658,0.9531128406524658,1.3602709770202637,1.5614802837371826
normal,14,XMEAS_25,0.5932767987251282,0.5932767987251282,0.8147428035736084,0.8549274206161499
normal,14,XMEAS_26,0.4104503393173218,0.4104503393173218,0.5641843676567078,0.6196476817131042
normal,14,XMEAS_27,0.7126354575157166,0.7126354575157166,0.9759325385093689,1.095711588859558
normal,14,XMEAS_28,0.9318040013313293,0.9318040013313293,1.424298644065857,1.6369773149490356
normal,14,XMEAS_29,0.46957993507385254,0.46957993507385254,0.6375922560691833,0.711521327495575
normal,14,XMEAS_30,0.5898146629333496,0.5898146629333496,0.8020665645599365,0.8445001244544983
normal,14,XMEAS_31,0.5064597725868225,0.5064597725868225,0.620428740978241,0.6826916337013245
normal,14,XMEAS_32,1.080496907234192,1.080496907234192,1.332261085510254,1.5409307479858398
normal,14,XMEAS_33,0.5323652625083923,0.5323652625083923,0.6753079295158386,0.6864204406738281
normal,14,XMEAS_34,0.9329168796539307,0.9329168796539307,1.3020615577697754,1.3650609254837036
normal,14,XMEAS_35,0.6558266878128052,0.6558266878128052,0.8850606679916382,0.9881803393363953
normal,14,XMEAS_36,0.8774150013923645,0.8774150013923645,1.0900417566299438,1.2165254354476929
normal,14,XMEAS_37,0.6242867112159729,0.6242867112159729,1.6459511518478394,1.8936585187911987
normal,14,XMEAS_38,0.24318337440490723,0.24318337440490723,0.41226062178611755,0.47661975026130676
normal,14,XMEAS_39,0.608773410320282,0.608773410320282,0.9001098275184631,1.0980150699615479
normal,14,XMEAS_40,0.7442620992660522,0.7442620992660522,1.345540165901184,1.4541306495666504
normal,14,XMEAS_41,0.5725042223930359,0.5725042223930359,0.9391518831253052,1.1241683959960938
normal,14,XMV_1,0.5748821496963501,0.5748821496963501,0.7572759985923767,0.9162197709083557
normal,14,XMV_2,0.7946001291275024,0.7946001291275024,1.0237005949020386,1.128139853477478
normal,14,XMV_3,0.36816197633743286,0.36816197633743286,0.5719531178474426,0.6273835897445679
normal,14,XMV_4,0.9233620166778564,0.9233620166778564,1.1016467809677124,1.2561695575714111
normal,14,XMV_5,0.16648684442043304,0.16648684442043304,0.20951798558235168,0.22486594319343567
normal,14,XMV_6,0.5504462122917175,0.5504462122917175,0.7728269100189209,0.8493980765342712
normal,14,XMV_7,1.0039180517196655,1.0039180517196655,1.2759829759597778,1.408557653427124
normal,14,XMV_8,0.9992812871932983,0.9992812871932983,1.2870808839797974,1.339486837387085
normal,14,XMV_9,0.014999778009951115,0.014999778009951115,0.023677010089159012,0.03309790417551994
normal,14,XMV_10,0.8056589365005493,0.8056589365005493,1.1513546705245972,1.2680143117904663
normal,14,XMV_11,0.9735237956047058,0.9735237956047058,1.2186530828475952,1.3906657695770264
normal,16,XMEAS_1,0.3300046920776367,0.3300046920776367,0.657429039478302,0.7078417539596558
normal,16,XMEAS_2,0.6729958653450012,0.6729958653450012,0.9969497323036194,1.119137167930603
normal,16,XMEAS_3,0.6914505362510681,0.6914505362510681,0.8983429074287415,0.9336448907852173
normal,16,XMEAS_4,0.6922150254249573,0.6922150254249573,0.9427570700645447,1.0176899433135986
normal,16,XMEAS_5,0.9234525561332703,0.9234525561332703,1.0496981143951416,1.1280866861343384
normal,16,XMEAS_6,1.0253279209136963,1.0253279209136963,1.2325472831726074,1.331013798713684
normal,16,XMEAS_7,0.04706719145178795,0.04706719145178795,0.07478577643632889,0.09645465016365051
normal,16,XMEAS_8,0.8176414966583252,0.8176414966583252,1.0316224098205566,1.1323683261871338
normal,16,XMEAS_9,0.8377283215522766,0.8377283215522766,1.1168502569198608,1.194868803024292
normal,16,XMEAS_10,0.5177015066146851,0.5177015066146851,0.7562910318374634,0.8131955862045288
normal,16,XMEAS_11,0.32724347710609436,0.32724347710609436,0.4866866171360016,0.5379900932312012
normal,16,XMEAS_12,0.9738088846206665,0.9738088846206665,1.1984496116638184,1.2802611589431763
normal,16,XMEAS_13,0.052413441240787506,0.052413441240787506,0.08129926025867462,0.10129309445619583
normal,16,XMEAS_14,1.0060206651687622,1.0060206651687622,1.1769816875457764,1.2704508304595947
normal,16,XMEAS_15,1.0064785480499268,1.0064785480499268,1.1754841804504395,1.280276894569397
normal,16,XMEAS_16,0.06653066724538803,0.06653066724538803,0.10382828116416931,0.13614080846309662
normal,16,XMEAS_17,0.9448095560073853,0.9448095560073853,1.1784976720809937,1.2417933940887451
normal,16,XMEAS_18,0.02449166029691696,0.02449166029691696,0.037624433636665344,0.041893549263477325
normal,16,XMEAS_19,0.026306236162781715,0.026306236162781715,0.041610825806856155,0.05360991507768631
normal,16,XMEAS_20,0.03529305011034012,0.03529305011034012,0.04417647793889046,0.05150262638926506
normal,16,XMEAS_21,0.44066011905670166,0.44066011905670166,0.5593231916427612,0.5955283045768738
normal,16,XMEAS_22,0.7841572165489197,0.7841572165489197,1.1537219285964966,1.2930285930633545
normal,16,XMEAS_23,0.3993625342845917,0.3993625342845917,0.8207374215126038,0.9029092192649841
normal,16,XMEAS_24,0.9588280916213989,0.9588280916213989,1.3582628965377808,1.5011687278747559
normal,16,XMEAS_25,0.6219035387039185,0.6219035387039185,0.8845931887626648,0.9803222417831421
normal,16,XMEAS_26,0.5159560441970825,0.5159560441970825,0.9246218204498291,0.9918204545974731
normal,16,XMEAS_27,0.5967968106269836,0.5967968106269836,0.8389599919319153,0.8638274073600769
normal,16,XMEAS_28,0.8580924868583679,0.8580924868583679,1.4428794384002686,1.6699981689453125
normal,16,XMEAS_29,0.5098003149032593,0.5098003149032593,0.7531117796897888,0.7877621054649353
normal,16,XMEAS_30,0.5426943898200989,0.5426943898200989,0.7912305593490601,0.9232274293899536
normal,16,XMEAS_31,0.41362693905830383,0.41362693905830383,0.6014712452888489,0.6580941081047058
normal,16,XMEAS_32,0.8705297112464905,0.8705297112464905,1.483449101448059,1.513423204421997
normal,16,XMEAS_33,0.6002290844917297,0.6002290844917297,0.8326860666275024,0.9748876094818115
normal,16,XMEAS_34,1.009901762008667,1.009901762008667,1.3417134284973145,1.4383039474487305
normal,16,XMEAS_35,0.6337032914161682,0.6337032914161682,0.9542926549911499,0.9999691247940063
normal,16,XMEAS_36,0.9801852703094482,0.9801852703094482,1.293877363204956,1.3420164585113525
normal,16,XMEAS_37,0.577212393283844,0.577212393283844,1.0760464668273926,1.4690431356430054
normal,16,XMEAS_38,0.23094865679740906,0.23094865679740906,0.47871994972229004,0.5257563591003418
normal,16,XMEAS_39,0.6985024809837341,0.6985024809837341,1.0836187601089478,1.181099772453308
normal,16,XMEAS_40,0.590825617313385,0.590825617313385,0.998574435710907,1.5937349796295166
normal,16,XMEAS_41,0.5074549317359924,0.5074549317359924,0.8132312893867493,0.8400949239730835
normal,16,XMV_1,0.6210547685623169,0.6210547685623169,0.85398268699646,0.92501300573349
normal,16,XMV_2,0.7257859110832214,0.7257859110832214,0.9864073395729065,1.0615801811218262
normal,16,XMV_3,0.332743763923645,0.332743763923645,0.6843637228012085,0.7382240891456604
normal,16,XMV_4,0.8581919074058533,0.8581919074058533,1.0923928022384644,1.2351411581039429
normal,16,XMV_5,0.1601233035326004,0.1601233035326004,0.20005282759666443,0.21966849267482758
normal,16,XMV_6,0.49440136551856995,0.49440136551856995,0.7241365909576416,0.8373712301254272
normal,16,XMV_7,0.9737812876701355,0.9737812876701355,1.1982539892196655,1.2803175449371338
normal,16,XMV_8,1.0064445734024048,1.0064445734024048,1.1757458448410034,1.2805471420288086
normal,16,XMV_9,0.016214421018958092,0.016214421018958092,0.03415427356958389,0.04317799583077431
normal,16,XMV_10,0.8643458485603333,0.8643458485603333,1.2339401245117188,1.3774522542953491
normal,16,XMV_11,0.9451073408126831,0.9451073408126831,1.1814765930175781,1.2426658868789673
normal,17,XMEAS_1,0.40567731857299805,0.40567731857299805,0.5862923860549927,0.6497597098350525
normal,17,XMEAS_2,0.6076864004135132,0.6076864004135132,0.7777698040008545,0.8686015605926514
normal,17,XMEAS_3,0.6322756409645081,0.6322756409645081,0.7805393934249878,0.8106737732887268
normal,17,XMEAS_4,0.6928166151046753,0.6928166151046753,0.8632017970085144,0.9868192672729492
normal,17,XMEAS_5,1.0119694471359253,1.0119694471359253,1.3710278272628784,1.4376095533370972
normal,17,XMEAS_6,0.9177038073539734,0.9177038073539734,1.1359003782272339,1.2044321298599243
normal,17,XMEAS_7,0.039646029472351074,0.039646029472351074,0.05905887857079506,0.06988642364740372
normal,17,XMEAS_8,0.8131673336029053,0.8131673336029053,1.0351201295852661,1.132442831993103
normal,17,XMEAS_9,0.677414059638977,0.677414059638977,0.8633633852005005,0.9269957542419434
normal,17,XMEAS_10,0.5314952731132507,0.5314952731132507,0.7000288963317871,0.837122917175293
normal,17,XMEAS_11,0.31298431754112244,0.31298431754112244,0.4856264591217041,0.5766909718513489
normal,17,XMEAS_12,0.8912001252174377,0.8912001252174377,1.095497965812683,1.1993176937103271
normal,17,XMEAS_13,0.04474616050720215,0.04474616050720215,0.062371961772441864,0.07204998284578323
normal,17,XMEAS_14,0.9507561922073364,0.9507561922073364,1.1226528882980347,1.2813915014266968
normal,17,XMEAS_15,1.0103940963745117,1.0103940963745117,1.24079430103302,1.2840139865875244
normal,17,XMEAS_16,0.059437643736600876,0.059437643736600876,0.10324587672948837,0.10832580178976059
normal,17,XMEAS_17,0.9529591202735901,0.9529591202735901,1.1776998043060303,1.253288745880127
normal,17,XMEAS_18,0.021067341789603233,0.021067341789603233,0.0332067646086216,0.039518311619758606
normal,17,XMEAS_19,0.022715404629707336,0.022715404629707336,0.032159190624952316,0.04241626337170601
normal,17,XMEAS_20,0.03763239458203316,0.03763239458203316,0.058476150035858154,0.07629933953285217
normal,17,XMEAS_21,0.5236465930938721,0.5236465930938721,0.6899756193161011,0.7286014556884766
normal,17,XMEAS_22,0.7249431610107422,0.7249431610107422,1.0853240489959717,1.2249876260757446
normal,17,XMEAS_23,0.49525973200798035,0.49525973200798035,0.7200822234153748,0.7835516929626465
normal,17,XMEAS_24,0.8589563965797424,0.8589563965797424,1.2256455421447754,1.4218703508377075
normal,17,XMEAS_25,0.5793130993843079,0.5793130993843079,0.7095686197280884,0.8583681583404541
normal,17,XMEAS_26,0.5484719276428223,0.5484719276428223,0.807701826095581,0.9169396162033081
normal,17,XMEAS_27,0.6387351751327515,0.6387351751327515,0.8588763475418091,0.9249416589736938
normal,17,XMEAS_28,1.1436890363693237,1.1436890363693237,1.5528788566589355,1.7012536525726318
normal,17,XMEAS_29,0.4971500337123871,0.4971500337123871,0.755301296710968,0.907553493976593
normal,17,XMEAS_30,0.5531426668167114,0.5531426668167114,0.7938235998153687,0.924588143825531
normal,17,XMEAS_31,0.3567558526992798,0.3567558526992798,0.5689159631729126,0.6551566123962402
normal,17,XMEAS_32,0.8884056210517883,0.8884056210517883,1.1277052164077759,1.2204135656356812
normal,17,XMEAS_33,0.5184140801429749,0.5184140801429749,0.6995658278465271,0.7639744877815247
normal,17,XMEAS_34,0.8683663606643677,0.8683663606643677,1.2976725101470947,1.4856618642807007
normal,17,XMEAS_35,0.5585340261459351,0.5585340261459351,0.756226122379303,0.7927817702293396
normal,17,XMEAS_36,1.0078927278518677,1.0078927278518677,1.6064459085464478,1.7770360708236694
normal,17,XMEAS_37,0.6207283139228821,0.6207283139228821,1.1595627069473267,1.3759000301361084
normal,17,XMEAS_38,0.21769656240940094,0.21769656240940094,0.3781570792198181,0.505181074142456
normal,17,XMEAS_39,0.7653766870498657,0.7653766870498657,1.4527817964553833,1.7865763902664185
normal,17,XMEAS_40,0.6726959943771362,0.6726959943771362,1.0564526319503784,1.1902978420257568
normal,17,XMEAS_41,0.5997925996780396,0.5997925996780396,1.1271964311599731,1.4414311647415161
normal,17,XMV_1,0.6873590350151062,0.6873590350151062,0.9034109115600586,0.966284990310669
normal,17,XMV_2,0.8259166479110718,0.8259166479110718,1.0432878732681274,1.0926592350006104
normal,17,XMV_3,0.4147534668445587,0.4147534668445587,0.6134078502655029,0.6822856068611145
normal,17,XMV_4,0.8555777072906494,0.8555777072906494,1.1534513235092163,1.1992906332015991
normal,17,XMV_5,0.17838932573795319,0.17838932573795319,0.2366173416376114,0.2722887098789215
normal,17,XMV_6,0.5028101801872253,0.5028101801872253,0.767218291759491,0.9024550318717957
normal,17,XMV_7,0.8912568092346191,0.8912568092346191,1.0955487489700317,1.199217677116394
normal,17,XMV_8,1.010360598564148,1.010360598564148,1.240848183631897,1.284010887145996
normal,17,XMV_9,0.014981106854975224,0.014981106854975224,0.027298621833324432,0.041029464453458786
normal,17,XMV_10,0.6880106329917908,0.6880106329917908,0.8054751753807068,0.8869608640670776
normal,17,XMV_11,0.9511873126029968,0.9511873126029968,1.1738333702087402,1.2464323043823242
normal,23,XMEAS_1,0.3933172821998596,0.3933172821998596,0.5926201939582825,0.7319770455360413
normal,23,XMEAS_2,0.6752681732177734,0.6752681732177734,0.991517186164856,1.0384129285812378
normal,23,XMEAS_3,0.8513849377632141,0.8513849377632141,1.1177918910980225,1.183118224143982
normal,23,XMEAS_4,0.7655470967292786,0.7655470967292786,1.016795039176941,1.120665431022644
normal,23,XMEAS_5,1.0254331827163696,1.0254331827163696,1.3182079792022705,1.4377148151397705
normal,23,XMEAS_6,0.9999123811721802,0.9999123811721802,1.150361180305481,1.1635380983352661
normal,23,XMEAS_7,0.04187645763158798,0.04187645763158798,0.05604533106088638,0.06283789873123169
normal,23,XMEAS_8,0.8518365621566772,0.8518365621566772,1.0313907861709595,1.095661997795105
normal,23,XMEAS_9,0.8751584887504578,0.8751584887504578,1.302140712738037,1.4743857383728027
normal,23,XMEAS_10,0.48739221692085266,0.48739221692085266,0.6264045238494873,0.6534085869789124
normal,23,XMEAS_11,0.3072654902935028,0.3072654902935028,0.42824500799179077,0.4606683552265167
normal,23,XMEAS_12,0.9327011108398438,0.9327011108398438,1.1365344524383545,1.2255324125289917
normal,23,XMEAS_13,0.047890663146972656,0.047890663146972656,0.06200188770890236,0.06883948296308517
normal,23,XMEAS_14,0.8992307186126709,0.8992307186126709,1.0995270013809204,1.1346266269683838
normal,23,XMEAS_15,0.97611004114151,0.97611004114151,1.3269728422164917,1.4159750938415527
normal,23,XMEAS_16,0.0687325969338417,0.0687325969338417,0.08914530277252197,0.09307209402322769
normal,23,XMEAS_17,0.9898173213005066,0.9898173213005066,1.31533944606781,1.3830616474151611
normal,23,XMEAS_18,0.02028004080057144,0.02028004080057144,0.030408527702093124,0.05155614763498306
normal,23,XMEAS_19,0.029907405376434326,0.029907405376434326,0.04376159608364105,0.06514999270439148
normal,23,XMEAS_20,0.03398582711815834,0.03398582711815834,0.04892830550670624,0.05675545707345009
normal,23,XMEAS_21,0.476924329996109,0.476924329996109,0.6523622870445251,0.7059969902038574
normal,23,XMEAS_22,0.7948465943336487,0.7948465943336487,1.0869990587234497,1.1720221042633057
normal,23,XMEAS_23,0.4714104235172272,0.4714104235172272,0.7109708786010742,0.8479089736938477
normal,23,XMEAS_24,0.970186710357666,0.970186710357666,1.2475123405456543,1.364922046661377
normal,23,XMEAS_25,0.5828220248222351,0.5828220248222351,0.8594107627868652,0.9098365902900696
normal,23,XMEAS_26,0.5544756054878235,0.5544756054878235,0.884243369102478,0.9321705102920532
normal,23,XMEAS_27,0.7842211127281189,0.7842211127281189,1.0672160387039185,1.1197400093078613
normal,23,XMEAS_28,0.856842041015625,0.856842041015625,1.1079381704330444,1.2746175527572632
normal,23,XMEAS_29,0.5558366179466248,0.5558366179466248,0.7380924224853516,0.8624283671379089
